,Processor Time,LogBytesFlushedSec,DiskWrites,DiskReads,CPU-DTU-Value,CPU-True-DTU-Value,CPU-DTU-Name,IOP-DTU-Value,IOP-True-DTU-Value,IOP-DTU-Name,LogBytes-DTU-Value,LogBytes-True-DTU-Value,LogBytes-DTU-Name,TotalServiceTierName
0,2,3,9,2,50,32.0,Standard - S2,5,3.4375,Basic,5,5.722046e-05,Basic,50
1,2,6,2,2,50,32.0,Standard - S2,5,1.25,Basic,5,0.000114440918,Basic,50
2,2,6,1,9,50,32.0,Standard - S2,5,3.125,Basic,5,0.000114440918,Basic,50
3,2,6,3,2,50,32.0,Standard - S2,5,1.5625,Basic,5,0.000114440918,Basic,50
4,2,6,9,4,50,32.0,Standard - S2,5,4.0625,Basic,5,0.000114440918,Basic,50
5,2,6,1,9,50,32.0,Standard - S2,5,3.125,Basic,5,0.000114440918,Basic,50
6,2,6,1,2,50,32.0,Standard - S2,5,0.9375,Basic,5,0.000114440918,Basic,50
7,1,1,2,3,20,16.0,Standard - S1,5,1.5625,Basic,5,1.90734863e-05,Basic,20
8,2,6,1,4,50,32.0,Standard - S2,5,1.5625,Basic,5,0.000114440918,Basic,50
9,7,2,1,4,200,112.0,Standard - S4,5,1.5625,Basic,5,3.81469727e-05,Basic,200
10,4,5,0,3,100,64.0,Standard - S3,5,0.9375,Basic,5,9.536743e-05,Basic,100
11,1,1,1,1,20,16.0,Standard - S1,5,0.625,Basic,5,1.90734863e-05,Basic,20
12,4,7,1,2,100,64.0,Standard - S3,5,0.9375,Basic,5,0.0001335144,Basic,100
13,4,0,1,1,100,64.0,Standard - S3,5,0.625,Basic,5,0.0,Basic,100
14,6,1,1,8,100,96.0,Standard - S3,5,2.8125,Basic,5,1.90734863e-05,Basic,100
15,7,6,3,6,200,112.0,Standard - S4,5,2.8125,Basic,5,0.000114440918,Basic,200
16,2,1,7,3,50,32.0,Standard - S2,5,3.125,Basic,5,1.90734863e-05,Basic,50
17,4,3,2,0,100,64.0,Standard - S3,5,0.625,Basic,5,5.722046e-05,Basic,100
18,4,1,1,6,100,64.0,Standard - S3,5,2.1875,Basic,5,1.90734863e-05,Basic,100
19,1,1,2,3,20,16.0,Standard - S1,5,1.5625,Basic,5,1.90734863e-05,Basic,20
20,.,0,9,1,5,0.0,Basic,5,3.125,Basic,5,0.0,Basic,5
21,2,2,7,5,50,32.0,Standard - S2,5,3.75,Basic,5,3.81469727e-05,Basic,50
22,.,5,2,7,5,0.0,Basic,5,2.8125,Basic,5,9.536743e-05,Basic,5
23,.,5,0,2,5,0.0,Basic,5,0.625,Basic,5,9.536743e-05,Basic,5
24,4,1,0,0,100,64.0,Standard - S3,5,0.0,Basic,5,1.90734863e-05,Basic,100
25,.,4,.,5,5,0.0,Basic,5,1.5625,Basic,5,7.62939453e-05,Basic,5
26,3,2,3,7,50,48.0,Standard - S2,5,3.125,Basic,5,3.81469727e-05,Basic,50
27,.,4,2,.,5,0.0,Basic,5,0.625,Basic,5,7.62939453e-05,Basic,5
28,.,4,1,8,5,0.0,Basic,5,2.8125,Basic,5,7.62939453e-05,Basic,5
29,.,4,0,7,5,0.0,Basic,5,2.1875,Basic,5,7.62939453e-05,Basic,5
30,5,2,7,8,100,80.0,Standard - S3,5,4.6875,Basic,5,3.81469727e-05,Basic,100
31,.,3,.,7,5,0.0,Basic,5,2.1875,Basic,5,5.722046e-05,Basic,5
32,0,9,.,.,5,0.0,Basic,5,0.0,Basic,5,0.000171661377,Basic,5
33,9,9,5,.,200,144.0,Standard - S4,5,1.5625,Basic,5,0.000171661377,Basic,200
34,.,4,7,5,5,0.0,Basic,5,3.75,Basic,5,7.62939453e-05,Basic,5
35,.,7,1,4,5,0.0,Basic,5,1.5625,Basic,5,0.0001335144,Basic,5
36,3,6,.,.,50,48.0,Standard - S2,5,0.0,Basic,5,0.000114440918,Basic,50
37,3,3,6,.,50,48.0,Standard - S2,5,1.875,Basic,5,5.722046e-05,Basic,50
38,9,9,5,.,200,144.0,Standard - S4,5,1.5625,Basic,5,0.000171661377,Basic,200
39,.,4,8,6,5,0.0,Basic,5,4.375,Basic,5,7.62939453e-05,Basic,5
40,8,4,6,.,200,128.0,Standard - S4,5,1.875,Basic,5,7.62939453e-05,Basic,200
41,9,4,.,.,200,144.0,Standard - S4,5,0.0,Basic,5,7.62939453e-05,Basic,200
42,.,3,7,7,5,0.0,Basic,5,4.375,Basic,5,5.722046e-05,Basic,5
43,6,9,.,5,100,96.0,Standard - S3,5,1.5625,Basic,5,0.000171661377,Basic,100
44,1,9,5,6,20,16.0,Standard - S1,5,3.4375,Basic,5,0.000171661377,Basic,20
45,9,5,7,5,200,144.0,Standard - S4,5,3.75,Basic,5,9.536743e-05,Basic,200
46,2,5,4,3,50,32.0,Standard - S2,5,2.1875,Basic,5,9.536743e-05,Basic,50
47,9,1,0,0,200,144.0,Standard - S4,5,0.0,Basic,5,1.90734863e-05,Basic,200
48,6,9,.,9,100,96.0,Standard - S3,5,2.8125,Basic,5,0.000171661377,Basic,100
49,8,2,.,9,200,128.0,Standard - S4,5,2.8125,Basic,5,3.81469727e-05,Basic,200
50,6,9,.,.,100,96.0,Standard - S3,5,0.0,Basic,5,0.000171661377,Basic,100
51,1,6,0,5,20,16.0,Standard - S1,5,1.5625,Basic,5,0.000114440918,Basic,20
52,7,4,.,.,200,112.0,Standard - S4,5,0.0,Basic,5,7.62939453e-05,Basic,200
53,0,9,5,4,5,0.0,Basic,5,2.8125,Basic,5,0.000171661377,Basic,5
54,2,0,.,.,50,32.0,Standard - S2,5,0.0,Basic,5,0.0,Basic,50
55,0,5,.,.,5,0.0,Basic,5,0.0,Basic,5,9.536743e-05,Basic,5
56,9,2,7,7,200,144.0,Standard - S4,5,4.375,Basic,5,3.81469727e-05,Basic,200
57,9,.,1,1,200,144.0,Standard - S4,5,0.625,Basic,5,0.0,Basic,200
58,0,1,0,0,5,0.0,Basic,5,0.0,Basic,5,1.90734863e-05,Basic,5
59,7,8,9,9,200,112.0,Standard - S4,10,0.8397163,Standard - S0,5,0.000152587891,Basic,200
60,8,4,3,4,200,128.0,Standard - S4,5,2.1875,Basic,5,7.62939453e-05,Basic,200
61,6,.,1,9,100,96.0,Standard - S3,5,3.125,Basic,5,0.0,Basic,100
62,3,4,5,2,50,48.0,Standard - S2,5,2.1875,Basic,5,7.62939453e-05,Basic,50
63,8,2,0,0,200,128.0,Standard - S4,5,0.0,Basic,5,3.81469727e-05,Basic,200
64,1,7,3,6,20,16.0,Standard - S1,5,2.8125,Basic,5,0.0001335144,Basic,20
65,4,.,4,1,100,64.0,Standard - S3,5,1.5625,Basic,5,0.0,Basic,100
66,3,2,2,0,50,48.0,Standard - S2,5,0.625,Basic,5,3.81469727e-05,Basic,50
67,9,.,0,0,200,144.0,Standard - S4,5,0.0,Basic,5,0.0,Basic,200
68,3,9,5,1,50,48.0,Standard - S2,5,1.875,Basic,5,0.000171661377,Basic,50
69,2,9,0,5,50,32.0,Standard - S2,5,1.5625,Basic,5,0.000171661377,Basic,50
70,7,.,0,1,200,112.0,Standard - S4,5,0.3125,Basic,5,0.0,Basic,200
71,1,0,0,9,20,16.0,Standard - S1,5,2.8125,Basic,5,0.0,Basic,20
72,3,9,1,0,50,48.0,Standard - S2,5,0.3125,Basic,5,0.000171661377,Basic,50
73,6,4,2,6,100,96.0,Standard - S3,5,2.5,Basic,5,7.62939453e-05,Basic,100
74,2,.,9,5,50,32.0,Standard - S2,5,4.375,Basic,5,0.0,Basic,50
75,5,.,4,8,100,80.0,Standard - S3,5,3.75,Basic,5,0.0,Basic,100
76,6,7,6,2,100,96.0,Standard - S3,5,2.5,Basic,5,0.0001335144,Basic,100
77,4,3,2,8,100,64.0,Standard - S3,5,3.125,Basic,5,5.722046e-05,Basic,100
78,4,.,4,2,100,64.0,Standard - S3,5,1.875,Basic,5,0.0,Basic,100
79,6,.,9,9,100,96.0,Standard - S3,10,0.8397163,Standard - S0,5,0.0,Basic,100
80,8,5,8,8,200,128.0,Standard - S4,5,5.0,Basic,5,9.536743e-05,Basic,200
81,4,5,3,8,100,64.0,Standard - S3,5,3.4375,Basic,5,9.536743e-05,Basic,100
82,7,.,9,1,200,112.0,Standard - S4,5,3.125,Basic,5,0.0,Basic,200
83,2,.,1,5,50,32.0,Standard - S2,5,1.875,Basic,5,0.0,Basic,50
84,9,.,9,6,200,144.0,Standard - S4,5,4.6875,Basic,5,0.0,Basic,200
85,7,5,1,8,200,112.0,Standard - S4,5,2.8125,Basic,5,9.536743e-05,Basic,200
86,0,8,8,6,5,0.0,Basic,5,4.375,Basic,5,0.000152587891,Basic,5
87,1,6,2,0,20,16.0,Standard - S1,5,0.625,Basic,5,0.000114440918,Basic,20
88,6,7,3,6,100,96.0,Standard - S3,5,2.8125,Basic,5,0.0001335144,Basic,100
89,8,7,9,2,200,128.0,Standard - S4,5,3.4375,Basic,5,0.0001335144,Basic,200
90,4,9,6,5,100,64.0,Standard - S3,5,3.4375,Basic,5,0.000171661377,Basic,100
91,8,8,4,7,200,128.0,Standard - S4,5,3.4375,Basic,5,0.000152587891,Basic,200
92,2,9,6,5,50,32.0,Standard - S2,5,3.4375,Basic,5,0.000171661377,Basic,50
93,1,7,0,5,20,16.0,Standard - S1,5,1.5625,Basic,5,0.0001335144,Basic,20
94,2,2,0,6,50,32.0,Standard - S2,5,1.875,Basic,5,3.81469727e-05,Basic,50
95,4,5,2,2,100,64.0,Standard - S3,5,1.25,Basic,5,9.536743e-05,Basic,100
96,7,5,7,0,200,112.0,Standard - S4,5,2.1875,Basic,5,9.536743e-05,Basic,200
97,5,2,8,7,100,80.0,Standard - S3,5,4.6875,Basic,5,3.81469727e-05,Basic,100
98,2,9,9,9,50,32.0,Standard - S2,10,0.8397163,Standard - S0,5,0.000171661377,Basic,50
99,2,8,7,1,50,32.0,Standard - S2,5,2.5,Basic,5,0.000152587891,Basic,50
100,4,5,3,0,100,64.0,Standard - S3,5,0.9375,Basic,5,9.536743e-05,Basic,100
101,3,5,8,1,50,48.0,Standard - S2,5,2.8125,Basic,5,9.536743e-05,Basic,50
102,8,8,2,6,200,128.0,Standard - S4,5,2.5,Basic,5,0.000152587891,Basic,200
103,8,9,0,6,200,128.0,Standard - S4,5,1.875,Basic,5,0.000171661377,Basic,200
104,8,4,1,6,200,128.0,Standard - S4,5,2.1875,Basic,5,7.62939453e-05,Basic,200
105,6,4,4,9,100,96.0,Standard - S3,5,4.0625,Basic,5,7.62939453e-05,Basic,100
106,6,4,7,5,100,96.0,Standard - S3,5,3.75,Basic,5,7.62939453e-05,Basic,100
107,2,1,5,8,50,32.0,Standard - S2,5,4.0625,Basic,5,1.90734863e-05,Basic,50
108,8,7,3,2,200,128.0,Standard - S4,5,1.5625,Basic,5,0.0001335144,Basic,200
109,5,9,8,1,100,80.0,Standard - S3,5,2.8125,Basic,5,0.000171661377,Basic,100
110,1,2,8,9,20,16.0,Standard - S1,10,0.130496472,Standard - S0,5,3.81469727e-05,Basic,20
111,9,9,4,0,200,144.0,Standard - S4,5,1.25,Basic,5,0.000171661377,Basic,200
112,4,0,8,6,100,64.0,Standard - S3,5,4.375,Basic,5,0.0,Basic,100
113,2,3,3,6,50,32.0,Standard - S2,5,2.8125,Basic,5,5.722046e-05,Basic,50
114,3,1,4,7,50,48.0,Standard - S2,5,3.4375,Basic,5,1.90734863e-05,Basic,50
115,8,6,7,9,200,128.0,Standard - S4,5,5.0,Basic,5,0.000114440918,Basic,200
116,4,4,9,9,100,64.0,Standard - S3,10,0.8397163,Standard - S0,5,7.62939453e-05,Basic,100
117,7,1,9,0,200,112.0,Standard - S4,5,2.8125,Basic,5,1.90734863e-05,Basic,200
118,4,7,8,5,100,64.0,Standard - S3,5,4.0625,Basic,5,0.0001335144,Basic,100
119,5,8,7,4,100,80.0,Standard - S3,5,3.4375,Basic,5,0.000152587891,Basic,100
120,2,3,4,1,50,32.0,Standard - S2,5,1.5625,Basic,5,5.722046e-05,Basic,50
121,4,6,4,9,100,64.0,Standard - S3,5,4.0625,Basic,5,0.000114440918,Basic,100
122,3,2,3,2,50,48.0,Standard - S2,5,1.5625,Basic,5,3.81469727e-05,Basic,50
123,9,1,3,4,200,144.0,Standard - S4,5,2.1875,Basic,5,1.90734863e-05,Basic,200
124,2,1,1,4,50,32.0,Standard - S2,5,1.5625,Basic,5,1.90734863e-05,Basic,50
125,5,3,6,3,100,80.0,Standard - S3,5,2.8125,Basic,5,5.722046e-05,Basic,100
126,8,6,9,0,200,128.0,Standard - S4,5,2.8125,Basic,5,0.000114440918,Basic,200
127,6,5,9,3,100,96.0,Standard - S3,5,3.75,Basic,5,9.536743e-05,Basic,100
128,2,6,9,3,50,32.0,Standard - S2,5,3.75,Basic,5,0.000114440918,Basic,50
129,3,2,1,3,50,48.0,Standard - S2,5,1.25,Basic,5,3.81469727e-05,Basic,50
130,8,4,9,6,200,128.0,Standard - S4,5,4.6875,Basic,5,7.62939453e-05,Basic,200
131,2,4,1,7,50,32.0,Standard - S2,5,2.5,Basic,5,7.62939453e-05,Basic,50
132,2,4,7,8,50,32.0,Standard - S2,5,4.6875,Basic,5,7.62939453e-05,Basic,50
133,2,6,1,4,50,32.0,Standard - S2,5,1.5625,Basic,5,0.000114440918,Basic,50
134,9,2,0,3,200,144.0,Standard - S4,5,0.9375,Basic,5,3.81469727e-05,Basic,200
135,2,6,1,3,50,32.0,Standard - S2,5,1.25,Basic,5,0.000114440918,Basic,50
136,1,1,2,1,20,16.0,Standard - S1,5,0.9375,Basic,5,1.90734863e-05,Basic,20
137,2,6,1,2,50,32.0,Standard - S2,5,0.9375,Basic,5,0.000114440918,Basic,50
138,.,8,.,9,5,0.0,Basic,5,2.8125,Basic,5,0.000152587891,Basic,5
139,2,1,7,8,50,32.0,Standard - S2,5,4.6875,Basic,5,1.90734863e-05,Basic,50
140,9,9,5,5,200,144.0,Standard - S4,5,3.125,Basic,5,0.000171661377,Basic,200
141,7,4,4,1,200,112.0,Standard - S4,5,1.5625,Basic,5,7.62939453e-05,Basic,200
142,5,1,5,1,100,80.0,Standard - S3,5,1.875,Basic,5,1.90734863e-05,Basic,100
143,8,2,9,4,200,128.0,Standard - S4,5,4.0625,Basic,5,3.81469727e-05,Basic,200
144,1,1,2,2,20,16.0,Standard - S1,5,1.25,Basic,5,1.90734863e-05,Basic,20
145,2,1,1,5,50,32.0,Standard - S2,5,1.875,Basic,5,1.90734863e-05,Basic,50
146,3,8,4,2,50,48.0,Standard - S2,5,1.875,Basic,5,0.000152587891,Basic,50
147,.,3,.,2,5,0.0,Basic,5,0.625,Basic,5,5.722046e-05,Basic,5
148,7,0,0,3,200,112.0,Standard - S4,5,0.9375,Basic,5,0.0,Basic,200
149,6,8,3,1,100,96.0,Standard - S3,5,1.25,Basic,5,0.000152587891,Basic,100
150,.,4,.,9,5,0.0,Basic,5,2.8125,Basic,5,7.62939453e-05,Basic,5
151,.,2,0,0,5,0.0,Basic,5,0.0,Basic,5,3.81469727e-05,Basic,5
152,.,8,0,4,5,0.0,Basic,5,1.25,Basic,5,0.000152587891,Basic,5
153,.,1,7,2,5,0.0,Basic,5,2.8125,Basic,5,1.90734863e-05,Basic,5
154,3,0,4,7,50,48.0,Standard - S2,5,3.4375,Basic,5,0.0,Basic,50
155,1,1,2,1,20,16.0,Standard - S1,5,0.9375,Basic,5,1.90734863e-05,Basic,20
156,6,6,9,5,100,96.0,Standard - S3,5,4.375,Basic,5,0.000114440918,Basic,100
157,3,4,7,.,50,48.0,Standard - S2,5,2.1875,Basic,5,7.62939453e-05,Basic,50
158,.,4,8,5,5,0.0,Basic,5,4.0625,Basic,5,7.62939453e-05,Basic,5
159,0,8,.,.,5,0.0,Basic,5,0.0,Basic,5,0.000152587891,Basic,5
160,.,5,7,9,5,0.0,Basic,5,5.0,Basic,5,9.536743e-05,Basic,5
161,1,1,9,.,20,16.0,Standard - S1,5,2.8125,Basic,5,1.90734863e-05,Basic,20
162,.,4,4,6,5,0.0,Basic,5,3.125,Basic,5,7.62939453e-05,Basic,5
163,.,6,7,4,5,0.0,Basic,5,3.4375,Basic,5,0.000114440918,Basic,5
164,.,0,4,4,5,0.0,Basic,5,2.5,Basic,5,0.0,Basic,5
165,7,4,.,.,200,112.0,Standard - S4,5,0.0,Basic,5,7.62939453e-05,Basic,200
166,3,8,7,0,50,48.0,Standard - S2,5,2.1875,Basic,5,0.000152587891,Basic,50
167,1,6,0,.,20,16.0,Standard - S1,5,0.0,Basic,5,0.000114440918,Basic,20
168,1,5,.,.,20,16.0,Standard - S1,5,0.0,Basic,5,9.536743e-05,Basic,20
169,0,2,9,8,5,0.0,Basic,10,0.130496472,Standard - S0,5,3.81469727e-05,Basic,10
170,9,3,.,.,200,144.0,Standard - S4,5,0.0,Basic,5,5.722046e-05,Basic,200
171,1,0,.,.,20,16.0,Standard - S1,5,0.0,Basic,5,0.0,Basic,20
172,3,4,6,9,50,48.0,Standard - S2,5,4.6875,Basic,5,7.62939453e-05,Basic,50
173,.,4,0,0,5,0.0,Basic,5,0.0,Basic,5,7.62939453e-05,Basic,5
174,7,9,.,.,200,112.0,Standard - S4,5,0.0,Basic,5,0.000171661377,Basic,200
175,5,6,9,9,100,80.0,Standard - S3,10,0.8397163,Standard - S0,5,0.000114440918,Basic,100
176,3,4,5,0,50,48.0,Standard - S2,5,1.5625,Basic,5,7.62939453e-05,Basic,50
177,6,9,6,8,100,96.0,Standard - S3,5,4.375,Basic,5,0.000171661377,Basic,100
178,0,6,6,0,5,0.0,Basic,5,1.875,Basic,5,0.000114440918,Basic,5
179,0,8,.,0,5,0.0,Basic,5,0.0,Basic,5,0.000152587891,Basic,5
180,1,1,3,7,20,16.0,Standard - S1,5,3.125,Basic,5,1.90734863e-05,Basic,20
181,0,1,9,9,5,0.0,Basic,10,0.8397163,Standard - S0,5,1.90734863e-05,Basic,10
182,9,1,3,1,200,144.0,Standard - S4,5,1.25,Basic,5,1.90734863e-05,Basic,200
183,5,.,5,2,100,80.0,Standard - S3,5,2.1875,Basic,5,0.0,Basic,100
184,8,4,.,.,200,128.0,Standard - S4,5,0.0,Basic,5,7.62939453e-05,Basic,200
185,4,9,7,6,100,64.0,Standard - S3,5,4.0625,Basic,5,0.000171661377,Basic,100
186,5,.,3,2,100,80.0,Standard - S3,5,1.5625,Basic,5,0.0,Basic,100
187,1,5,9,9,20,16.0,Standard - S1,10,0.8397163,Standard - S0,5,9.536743e-05,Basic,20
188,2,5,9,.,50,32.0,Standard - S2,5,2.8125,Basic,5,9.536743e-05,Basic,50
189,4,.,3,1,100,64.0,Standard - S3,5,1.25,Basic,5,0.0,Basic,100
190,5,.,4,4,100,80.0,Standard - S3,5,2.5,Basic,5,0.0,Basic,100
191,4,7,1,4,100,64.0,Standard - S3,5,1.5625,Basic,5,0.0001335144,Basic,100
192,4,6,0,9,100,64.0,Standard - S3,5,2.8125,Basic,5,0.000114440918,Basic,100
193,7,5,7,2,200,112.0,Standard - S4,5,2.8125,Basic,5,9.536743e-05,Basic,200
194,3,2,.,.,50,48.0,Standard - S2,5,0.0,Basic,5,3.81469727e-05,Basic,50
195,6,8,8,5,100,96.0,Standard - S3,5,4.0625,Basic,5,0.000152587891,Basic,100
196,1,.,9,7,20,16.0,Standard - S1,5,5.0,Basic,5,0.0,Basic,20
197,0,1,4,7,5,0.0,Basic,5,3.4375,Basic,5,1.90734863e-05,Basic,5
198,4,.,8,3,100,64.0,Standard - S3,5,3.4375,Basic,5,0.0,Basic,100
199,8,0,2,0,200,128.0,Standard - S4,5,0.625,Basic,5,0.0,Basic,200
200,9,.,6,2,200,144.0,Standard - S4,5,2.5,Basic,5,0.0,Basic,200
201,0,1,1,1,5,0.0,Basic,5,0.625,Basic,5,1.90734863e-05,Basic,5
202,6,.,1,7,100,96.0,Standard - S3,5,2.5,Basic,5,0.0,Basic,100
203,9,7,6,3,200,144.0,Standard - S4,5,2.8125,Basic,5,0.0001335144,Basic,200
204,8,9,9,9,200,128.0,Standard - S4,10,0.8397163,Standard - S0,5,0.000171661377,Basic,200
205,7,.,4,9,200,112.0,Standard - S4,5,4.0625,Basic,5,0.0,Basic,200
206,0,0,6,8,5,0.0,Basic,5,4.375,Basic,5,0.0,Basic,5
207,1,8,8,9,20,16.0,Standard - S1,10,0.130496472,Standard - S0,5,0.000152587891,Basic,20
208,2,2,2,2,50,32.0,Standard - S2,5,1.25,Basic,5,3.81469727e-05,Basic,50
209,9,2,3,9,200,144.0,Standard - S4,5,3.75,Basic,5,3.81469727e-05,Basic,200
210,9,7,1,9,200,144.0,Standard - S4,5,3.125,Basic,5,0.0001335144,Basic,200
211,3,9,6,8,50,48.0,Standard - S2,5,4.375,Basic,5,0.000171661377,Basic,50
212,2,8,4,0,50,32.0,Standard - S2,5,1.25,Basic,5,0.000152587891,Basic,50
213,8,8,4,3,200,128.0,Standard - S4,5,2.1875,Basic,5,0.000152587891,Basic,200
214,4,6,9,9,100,64.0,Standard - S3,10,0.8397163,Standard - S0,5,0.000114440918,Basic,100
215,9,4,9,8,200,144.0,Standard - S4,10,0.130496472,Standard - S0,5,7.62939453e-05,Basic,200
216,2,.,1,1,50,32.0,Standard - S2,5,0.625,Basic,5,0.0,Basic,50
217,8,6,5,0,200,128.0,Standard - S4,5,1.5625,Basic,5,0.000114440918,Basic,200
218,9,9,8,5,200,144.0,Standard - S4,5,4.0625,Basic,5,0.000171661377,Basic,200
219,4,.,7,4,100,64.0,Standard - S3,5,3.4375,Basic,5,0.0,Basic,100
220,9,5,5,2,200,144.0,Standard - S4,5,2.1875,Basic,5,9.536743e-05,Basic,200
221,0,3,5,8,5,0.0,Basic,5,4.0625,Basic,5,5.722046e-05,Basic,5
222,5,6,6,9,100,80.0,Standard - S3,5,4.6875,Basic,5,0.000114440918,Basic,100
223,9,2,3,1,200,144.0,Standard - S4,5,1.25,Basic,5,3.81469727e-05,Basic,200
224,8,4,2,0,200,128.0,Standard - S4,5,0.625,Basic,5,7.62939453e-05,Basic,200
225,2,9,3,3,50,32.0,Standard - S2,5,1.875,Basic,5,0.000171661377,Basic,50
226,0,.,9,8,5,0.0,Basic,10,0.130496472,Standard - S0,5,0.0,Basic,10
227,1,5,4,1,20,16.0,Standard - S1,5,1.5625,Basic,5,9.536743e-05,Basic,20
228,4,1,9,7,100,64.0,Standard - S3,5,5.0,Basic,5,1.90734863e-05,Basic,100
229,1,7,5,8,20,16.0,Standard - S1,5,4.0625,Basic,5,0.0001335144,Basic,20
230,4,0,3,8,100,64.0,Standard - S3,5,3.4375,Basic,5,0.0,Basic,100
231,7,4,6,3,200,112.0,Standard - S4,5,2.8125,Basic,5,7.62939453e-05,Basic,200
232,6,9,8,4,100,96.0,Standard - S3,5,3.75,Basic,5,0.000171661377,Basic,100
233,5,6,0,9,100,80.0,Standard - S3,5,2.8125,Basic,5,0.000114440918,Basic,100
234,7,0,4,8,200,112.0,Standard - S4,5,3.75,Basic,5,0.0,Basic,200
235,3,6,9,3,50,48.0,Standard - S2,5,3.75,Basic,5,0.000114440918,Basic,50
236,2,5,4,8,50,32.0,Standard - S2,5,3.75,Basic,5,9.536743e-05,Basic,50
237,6,7,3,6,100,96.0,Standard - S3,5,2.8125,Basic,5,0.0001335144,Basic,100
238,7,4,8,7,200,112.0,Standard - S4,5,4.6875,Basic,5,7.62939453e-05,Basic,200
239,6,4,4,0,100,96.0,Standard - S3,5,1.25,Basic,5,7.62939453e-05,Basic,100
240,5,8,5,3,100,80.0,Standard - S3,5,2.5,Basic,5,0.000152587891,Basic,100
241,1,1,1,8,20,16.0,Standard - S1,5,2.8125,Basic,5,1.90734863e-05,Basic,20
242,1,0,2,5,20,16.0,Standard - S1,5,2.1875,Basic,5,0.0,Basic,20
243,4,4,9,0,100,64.0,Standard - S3,5,2.8125,Basic,5,7.62939453e-05,Basic,100
244,5,1,3,5,100,80.0,Standard - S3,5,2.5,Basic,5,1.90734863e-05,Basic,100
245,1,1,1,6,20,16.0,Standard - S1,5,2.1875,Basic,5,1.90734863e-05,Basic,20
246,1,5,1,6,20,16.0,Standard - S1,5,2.1875,Basic,5,9.536743e-05,Basic,20
247,1,1,1,9,20,16.0,Standard - S1,5,3.125,Basic,5,1.90734863e-05,Basic,20
248,2,9,3,4,50,32.0,Standard - S2,5,2.1875,Basic,5,0.000171661377,Basic,50
249,4,2,8,2,100,64.0,Standard - S3,5,3.125,Basic,5,3.81469727e-05,Basic,100
250,1,6,1,1,20,16.0,Standard - S1,5,0.625,Basic,5,0.000114440918,Basic,20
251,5,3,8,1,100,80.0,Standard - S3,5,2.8125,Basic,5,5.722046e-05,Basic,100
252,9,9,7,4,200,144.0,Standard - S4,5,3.4375,Basic,5,0.000171661377,Basic,200
253,6,9,9,0,100,96.0,Standard - S3,5,2.8125,Basic,5,0.000171661377,Basic,100
254,6,8,1,4,100,96.0,Standard - S3,5,1.5625,Basic,5,0.000152587891,Basic,100
255,0,3,2,6,5,0.0,Basic,5,2.5,Basic,5,5.722046e-05,Basic,5
256,6,2,1,8,100,96.0,Standard - S3,5,2.8125,Basic,5,3.81469727e-05,Basic,100
257,6,0,6,3,100,96.0,Standard - S3,5,2.8125,Basic,5,0.0,Basic,100
258,5,9,4,9,100,80.0,Standard - S3,5,4.0625,Basic,5,0.000171661377,Basic,100
259,1,6,1,1,20,16.0,Standard - S1,5,0.625,Basic,5,0.000114440918,Basic,20
260,8,2,6,5,200,128.0,Standard - S4,5,3.4375,Basic,5,3.81469727e-05,Basic,200
261,1,1,8,1,20,16.0,Standard - S1,5,2.8125,Basic,5,1.90734863e-05,Basic,20
262,5,0,1,1,100,80.0,Standard - S3,5,0.625,Basic,5,0.0,Basic,100
263,1,7,5,5,20,16.0,Standard - S1,5,3.125,Basic,5,0.0001335144,Basic,20
264,1,1,7,9,20,16.0,Standard - S1,5,5.0,Basic,5,1.90734863e-05,Basic,20
265,.,5,5,2,5,0.0,Basic,5,2.1875,Basic,5,9.536743e-05,Basic,5
266,8,3,4,6,200,128.0,Standard - S4,5,3.125,Basic,5,5.722046e-05,Basic,200
267,2,7,6,8,50,32.0,Standard - S2,5,4.375,Basic,5,0.0001335144,Basic,50
268,.,2,9,0,5,0.0,Basic,5,2.8125,Basic,5,3.81469727e-05,Basic,5
269,1,6,8,9,20,16.0,Standard - S1,10,0.130496472,Standard - S0,5,0.000114440918,Basic,20
270,.,9,4,5,5,0.0,Basic,5,2.8125,Basic,5,0.000171661377,Basic,5
271,6,0,3,0,100,96.0,Standard - S3,5,0.9375,Basic,5,0.0,Basic,100
272,1,1,8,1,20,16.0,Standard - S1,5,2.8125,Basic,5,1.90734863e-05,Basic,20
273,5,1,9,0,100,80.0,Standard - S3,5,2.8125,Basic,5,1.90734863e-05,Basic,100
274,9,8,9,3,200,144.0,Standard - S4,5,3.75,Basic,5,0.000152587891,Basic,200
275,1,7,4,1,20,16.0,Standard - S1,5,1.5625,Basic,5,0.0001335144,Basic,20
276,3,3,.,.,50,48.0,Standard - S2,5,0.0,Basic,5,5.722046e-05,Basic,50
277,.,4,1,5,5,0.0,Basic,5,1.875,Basic,5,7.62939453e-05,Basic,5
278,1,5,5,8,20,16.0,Standard - S1,5,4.0625,Basic,5,9.536743e-05,Basic,20
279,6,2,5,0,100,96.0,Standard - S3,5,1.5625,Basic,5,3.81469727e-05,Basic,100
280,.,4,2,2,5,0.0,Basic,5,1.25,Basic,5,7.62939453e-05,Basic,5
281,9,8,.,.,200,144.0,Standard - S4,5,0.0,Basic,5,0.000152587891,Basic,200
282,6,1,7,6,100,96.0,Standard - S3,5,4.0625,Basic,5,1.90734863e-05,Basic,100
283,7,8,.,.,200,112.0,Standard - S4,5,0.0,Basic,5,0.000152587891,Basic,200
