Seconds,Processor,DiskRead,DiskWrite,LogBytes
14:41.4,17.43601755,110.0014566,272.0036019,7658085.408
14:42.5,15.81871846,101.4088043,334.7475093,9138150.173
14:43.5,18.90154928,86,217,4898304
14:44.5,17.33855306,95.0111203,257.0300833,5458558.881
14:45.5,18.70627371,75.81343058,235.3170118,5967655.173
14:46.5,16.68396295,85.67154537,300.342774,6279586.413
14:47.5,18.6094791,80.72935234,215.606441,5071914.104
14:48.5,17.24145521,122.0101109,298.0246971,6285320.86
14:49.5,17.26168386,127.9912641,379.0510514,5190096.956
14:50.5,16.85052898,180.9656781,399.9241506,5451254.118
14:51.5,19.78067497,224.9989428,483.9977258,7128542.505
14:52.5,17.83928826,249.1657201,1113.859405,4646072.046
14:53.5,23.29835208,5.997476541,4704.020767,4857348.254
14:54.5,17.74470643,13.7876524,1298.00899,5167895.75
14:55.6,13.41801344,16.73157022,501.9471066,3435696.061
14:56.6,16.77761651,19.69770695,791.8478194,4287733.816
14:57.6,13.91816643,7.001917196,1091.298809,4595946.417
14:58.7,14.53697176,38.02287809,497.0795769,3449109.06
14:59.7,15.29181055,33.00338346,164.0168148,4311994.06
15:00.7,12.63910993,25.60057841,143.7570941,5543462.6
15:01.7,11.28112674,9.000030756,106.0003622,4911632.784
15:02.7,13.22243998,30.5257181,167.3990993,5548354.522
15:03.7,13.7982246,41.35166725,156.5455975,5491123.339
15:04.7,12.35485386,23.00231886,165.0166353,6000732.934
15:05.7,13.43070559,36.99181484,118.9736748,4230231.979
15:06.7,13.87284123,38.27420628,133.0028668,4042736.003
15:07.7,11.97184611,19.96697528,111.8150616,4590679.167
15:08.8,15.72325483,103.389256,235.3336398,5429649.247
15:09.8,15.38468311,191.7205724,297.5663051,4836470.973
15:10.8,15.24164829,81.82469351,189.2812187,4407476.272
15:11.8,17.24156286,196.0257065,285.0373793,5823227.649
15:12.8,17.74386193,169.3182194,445.9369383,5363749.183
15:13.8,15.72348054,162.5012968,417.5790899,6459901.248
15:14.8,16.75184107,108.8421094,331.5190856,6109537.27
15:15.8,22.36078086,93.67086363,371.7254272,5326531.542
15:16.8,22.517408,76.97609538,675.7901361,7908967.902
15:17.8,17.63257181,88.00578927,339.0223018,6258587.707
15:18.8,17.838728,146.7322371,422.4706693,5364766.936
15:19.8,16.58992072,116.025809,313.6629922,5064042.796
15:20.8,17.92701589,148.1814735,309.3788872,4843307.455
15:21.8,18.90556562,102.9890018,412.9559003,4417576.246
15:22.9,20.6228757,112.2755126,298.4164939,4343147.743
15:23.9,19.39006063,175.006728,285.0109571,5022913.103
15:24.9,17.74286694,203.8309632,282.6062147,5975827.557
15:25.9,14.90078214,150.9748487,245.959025,4713710.73
15:26.9,18.79694722,89.6026651,259.9461933,4770658.573
15:27.9,15.38864349,103.9981786,183.9967776,6062485.824
15:28.9,15.81494644,141.7832867,199.87505,5190906.678
15:29.9,17.9254721,80.00861249,249.0268064,5570647.65
15:30.9,16.78093535,87.62773673,286.5131617,5195312.639
15:31.9,16.36121888,99.99491704,335.9829213,5263604.44
15:32.9,18.02602962,79.0039822,319.01608,4841204.021
15:33.9,18.12410938,73.85040042,281.6161936,4823222.824
15:34.9,18.12060661,75.99539036,346.9789533,4479728.274
15:35.9,17.84377041,86.64315542,356.4184348,4281873.234
15:37.0,17.37501596,136.6987596,395.5538574,5287453.728
15:38.0,18.1208196,140.0357112,504.1285604,6188074.052
15:39.0,15.72308202,87.62991117,317.0430494,3743077.195
15:40.0,18.70717494,124.9850512,320.9616114,4283903.623
15:41.0,18.03147985,153.6072823,307.2145645,5488648.146
15:42.0,16.94715875,170.9856845,241.9797406,4352147.623
15:43.0,16.45876432,81.98171988,307.9313381,4774359.423
15:44.0,18.03244079,118.1633742,315.1023313,5919386.355
15:45.0,17.26190564,111.2988806,330.9418042,4222943.494
15:46.0,16.45971554,90.98931155,243.9713409,4537323.004
15:47.0,18.51133803,93.00254253,264.0072175,5205134.3
15:48.0,16.39639228,88.61652954,297.357688,4529100.239
15:49.0,17.53369716,169.9858408,291.9756795,5571631.903
15:50.1,18.12800529,237.2879882,388.9159972,5795293.397
15:51.1,16.87787486,180.1811081,277.6561338,6216220.66
15:52.1,17.93717869,244.2008144,282.6033618,6275236.205
15:53.1,17.06990074,158.4408263,268.6605315,5243686.731
15:54.1,17.64814886,189.0812022,258.0170572,4526351.873
15:55.1,17.55421072,117.0367953,247.0776789,5452466.203
15:56.1,17.96338779,225.394706,261.8121913,5914735.041
15:57.1,15.90173062,293.095652,320.1044664,6370847.132
15:58.1,17.66038249,89.98758414,307.9575102,5089089.843
15:59.2,17.67517197,71.09344506,1428.686081,5484907.98
16:00.2,17.75815947,83.95153087,209.3730951,5763889.587
16:01.2,15.6094637,88.00439827,204.010196,4778222.805
16:02.2,16.4240405,144.6048246,241.008041,4951961.723
16:03.2,16.68281485,102.0927586,243.2209836,4780791.69
16:04.2,18.34493338,102.9687712,324.9014625,6067919.695
16:05.2,15.75113541,109.3181804,350.6060561,4642055.697
16:06.2,18.34461487,111.8005675,348.3785539,5079706.697
16:07.2,17.596502,69.93528461,244.7734961,5233272.888
16:08.2,16.97580933,79.0060747,285.021915,6011854.245
16:09.2,16.58591986,81.99169939,242.9754019,4227156.055
16:10.2,16.58960061,87.96381556,328.8647195,5080534.092
16:11.2,16.51687122,228.5111857,346.7066266,6159022.59
16:12.2,16.97644873,67.75958906,230.1833099,5558518.383
16:13.2,17.38810545,85.93263199,277.552524,5261495.044
16:14.3,17.67517197,154.6622009,294.5477583,5858328.338
16:15.3,17.75834043,93.99767118,279.9930631,5876590.406
16:16.3,17.46411139,261.8934991,309.8739875,5518140.009
16:17.3,17.36710975,393.1326654,405.1367163,3599038.521
16:18.3,17.77293671,216.5775566,310.0996833,4946095.855
16:19.3,16.33025156,91.57449653,315.0950418,5794219.705
16:20.3,17.0014665,143.7726956,386.0198401,5916155.825
16:21.3,17.09883013,170.2571659,261.7826945,5968487.97
16:22.3,17.07468125,129.0674271,354.1850326,5704612.191
16:23.3,21.04059749,98.43594094,257.9021653,4040000.013
16:24.3,24.69316601,70.02135602,260.0793224,4165878.563
16:25.3,24.98495944,72.86064116,300.303994,5730800.561
16:26.4,23.06126451,95.44385419,281.4117763,3976383.821
16:27.4,17.7572035,102.0588104,243.1401071,3993341.123
16:28.4,15.80535861,114.9450571,374.8208382,4897499.029
16:29.4,18.3480476,117.4282085,352.2846254,4615961.961
16:30.4,17.00275964,101.0952532,258.6849126,4553425.352
16:31.4,17.46512502,319.0205772,303.0195452,5267283.747
16:32.4,17.38673222,207.7382693,277.6407201,6098423.705
16:33.4,18.83299124,93.97932569,311.9313789,6065865.583
16:34.4,17.67617729,99.47354564,305.3148431,5368372.553
16:35.4,18.24554897,98.95963054,298.8780761,3979176.74
16:36.4,16.61778377,106.1011333,269.1825048,5358437.322
16:37.4,17.07384525,399.9601622,284.6834237,4910604.616
16:38.5,17.29172596,139.8054896,290.4409818,5614021.363
16:39.5,17.86796211,178.2303559,294.4247315,6206780.567
16:40.5,18.63720025,182.0570815,304.0953449,6326207.495
16:41.5,17.66052249,259.003651,307.0043276,4654145.606
16:42.5,13.36443186,291.4486096,258.5109243,5197718.458
16:43.5,14.69091258,186.3985051,329.4026493,6101846.785
16:44.5,13.26465753,373.1260734,304.1027515,5211873.01
16:45.5,12.97192743,171.9184851,248.8819929,6130341.307
16:46.5,14.01984292,160.5024821,242.2307398,6095234.381
16:47.5,13.75366205,113.0027031,277.0066263,5021816.127
16:48.5,13.3628808,152.7435177,282.5255916,6414317.273
16:49.5,13.46306889,310.4658902,334.5019591,6575242.917
16:50.5,14.5934028,194.4820994,367.3550766,5414758.825
16:51.6,12.85350327,184.9619562,284.0487184,6074362.026
16:52.6,14.11519238,203.8385082,329.8835761,6448465.673
16:53.6,14.33893741,379.0231523,303.0185096,5028147.139
16:54.6,12.29130442,189.9995942,235.999496,4286966.844
16:55.6,13.54116042,205.7804367,352.4851499,5860815.879
16:56.6,13.34398556,276.5888283,288.4004509,5120259.637
16:57.6,12.58126899,182.0512473,302.0850367,5153706.764
16:58.6,13.15453363,228.4372755,324.9323316,3869758.956
16:59.7,17.57978987,131.9294014,1354.737734,4406741.308
17:00.7,17.26947429,278.9797412,218.984098,4471483.293
17:01.7,17.1949318,433.2799209,248.1512274,3802023.428
17:02.7,17.26991939,524.0094011,333.0059744,5512290.895
17:03.7,18.15593528,289.4794456,255.0176069,6269329.216
17:04.7,16.68292318,109.006612,284.0172276,6321535.444
17:05.7,13.65544,223.9755076,349.9617306,5883772.591
17:06.7,14.6954226,140.7979107,308.1800423,5671300.459
17:07.7,13.55727723,318.0157579,292.0144695,3796156.102
17:08.7,12.6782648,301.998839,292.9988736,5516266.793
17:09.7,13.65487865,441.9756455,248.9862799,5632201.645
17:10.7,12.96269177,91.57765507,250.115316,4167464.722
17:11.7,12.48478986,96.98355325,398.9323479,4651243.229
17:12.7,14.43741215,138.9974469,565.9896039,5951378.686
17:13.7,14.3069588,195.983197,464.8445677,6272722.899
17:14.7,12.7786657,64.990117,379.9422225,6187603.056
17:15.7,13.36432788,75.99672125,446.9807158,6068474.186
17:16.7,13.44068818,200.8698786,454.9111956,4884147.159
17:17.8,13.92981982,156.5509964,597.6506591,4624236.807
17:18.8,14.31009815,129.9551684,461.7346512,5793763.705
17:19.8,14.01915704,109.3007534,494.3151189,6279842.29
17:20.8,13.53769354,212.6569525,337.6913644,6092259.385
17:21.8,13.36314209,138.0186301,451.0608855,6251851.893
17:22.8,12.86790438,117.1639442,427.3037964,6088019.7
17:23.8,13.85045114,102.9935328,376.9763287,6075010.534
17:24.8,11.810869,92.56006397,406.6734725,5967201.591
17:25.9,12.67347373,154.5966911,329.8719206,5191864.99
17:26.9,14.14387168,129.9978343,481.9919704,5755296.121
17:27.9,12.7763539,157.9855582,283.9740412,6251972.492
17:28.9,12.57763122,209.7443122,380.1000212,6209408.479
17:29.9,12.58153129,71.99873904,271.9952364,6268306.219
17:30.9,13.26776314,102.000305,275.0008223,6130706.332
17:31.9,12.95910012,127.0202311,312.1349865,10083350.4
17:32.9,17.38773121,78.75954883,402.6581934,17235361.62
17:33.9,18.34319562,149.0131761,265.023434,4593558.173
17:34.9,16.04032007,220.5632823,303.2745131,4225740.416
17:35.9,13.65634541,383.9496495,331.9564678,3550254.425
17:36.9,13.25617907,245.1700267,262.8931612,4521998.68
17:37.9,13.24777996,173.3027832,281.6170228,5801799.068
17:38.9,14.63206643,216.0026758,310.0038402,6368846.895
17:39.9,15.80377386,299.9639947,389.9531931,6187801.264
17:40.9,11.80005773,285.9951134,431.9926188,4959147.266
17:42.0,13.7308419,270.8393686,327.9618536,5374839.771
17:43.0,12.97668849,76.98960772,263.9643693,3363897.931
17:44.0,14.30576882,85.66296949,322.9592413,3738135.062
17:45.0,12.38929601,118.9941546,361.9822182,3137893.856
17:46.0,13.44547754,198.8887708,274.7028073,4219939.234
17:47.0,14.59405888,207.7592392,276.6841053,5614060.316
17:48.0,13.63884888,172.2051868,297.176951,6208109.164
17:49.0,13.35037866,166.5033439,309.3612425,6278716.959
17:50.1,14.30634271,92.55761129,281.6114556,5846049.011
17:51.1,13.34800639,65.96134406,221.5119763,6400085.477
17:52.1,12.8738395,115.0025545,274.0060863,5082736.9
17:53.1,13.36315076,129.0095337,321.0237233,6130629.046
17:54.1,14.02041871,86.63441072,281.5618348,5666079.482
17:55.1,13.44873486,57.09479033,256.9265565,4531042.561
17:56.1,11.61698702,129.9852885,316.1005879,4523551.063
17:57.1,14.0890037,138.7003012,224.0543327,4281730.675
17:58.1,12.97117884,150.9855531,344.9669922,4898859.257
17:59.1,14.33945148,152.9964709,414.9904275,4724115.03
18:00.1,19.90614156,119.0140822,1439.170288,5849780.167
18:01.2,17.09816714,120.105534,461.7171757,6066739.229
18:02.2,17.07351177,123.0153438,299.0372992,6247691.281
18:03.2,15.75283627,145.7299857,301.3065921,5731142.842
18:04.2,16.55481985,113.4428185,419.8353883,4868523.635
18:05.2,16.97652347,141.0051197,399.0144877,5029046.598
18:06.2,17.09843656,235.3162201,281.5917947,5729191.827
18:07.2,14.72935284,134.9824139,273.9643068,6068969.31
18:08.2,13.46048096,106.0026715,705.0177682,6124698.358
18:09.2,13.95212212,113.9990261,682.994165,6134219.594
18:10.2,13.63660357,111.2729914,762.1707549,6027411.762
18:11.3,13.24865142,122.0841804,587.7762555,6154933.027
18:12.3,13.55731181,107.0061707,519.0299308,4839703.09
18:13.3,13.15474745,135.444481,468.6963694,5615656.805
18:14.3,13.16868975,123.1876018,556.3636771,4571689.811
18:15.3,14.14729068,110.0992806,730.6588619,4731562.624
18:16.3,13.05641188,108.3099116,680.3831722,4583580.936
18:17.3,13.73073145,111.2623208,710.8973065,4770046.096
18:18.3,14.82785688,107.0023311,1245.027123,5394549.521
18:19.3,13.16691068,110.0063437,751.0433102,6130017.498
18:20.3,14.30868884,169.3151579,582.7591482,5067295.547
18:21.3,12.87964283,267.0229264,622.0534091,5580767.161
18:22.3,12.67520233,139.8160149,327.8784012,5730392.849
18:23.3,14.01662512,178.2434763,441.177223,6034296.006
18:24.3,13.1676389,260.980045,481.9631482,5020288.14
18:25.4,13.53999258,168.3751595,483.4631772,5975581.238
18:26.4,13.85029604,108.9883611,288.9691409,6305118.675
18:27.4,14.50252677,149.6669973,473.6172742,5739650.573
18:28.4,12.28762872,100.0035028,595.0208419,6246618.802
18:29.4,13.73161639,104.3733449,663.6569287,5070669.779
18:30.4,14.04678775,154.9933793,292.9874847,5883652.673
18:31.4,12.19090825,107.0016912,352.0055634,5879900.932
18:32.4,14.16205783,100.2993324,263.6439594,6032785.139
18:33.4,14.21770639,157.5334736,307.1902736,5911160.038
18:34.5,14.30533839,218.6007712,349.5642962,5975812.476
18:35.5,14.31038648,132.9225021,345.5985056,5908296.913
18:36.5,14.1221854,129.6419503,384.997307,5961329.73
18:37.5,12.95896424,138.19377,551.7879818,5981342.239
18:38.5,13.44494053,129.9396491,384.8969909,4351607.972
18:39.5,13.46037844,207.0117608,415.0235785,5635392.16
18:40.5,14.50117814,164.4546819,480.5621841,6158254.706
18:41.5,13.06897976,127.0007595,514.0030739,5820962.811
18:42.6,13.3484416,391.6121912,554.9479292,5564781.686
18:43.6,13.55777733,356.2215507,508.3161454,4962830.614
18:44.6,12.86794855,210.7034136,554.3272051,5935928.692
18:45.6,11.81450779,159.4962024,463.7204402,4403197.875
18:46.6,16.03501962,159.5003613,352.476107,5130728.856
18:47.6,13.14691166,116.3849657,360.7933935,5461341.236
18:48.7,13.14443504,126.007808,389.6549141,3569719.781
18:49.7,13.85048561,122.0593863,330.1606351,4593338.826
18:50.7,13.37987148,193.9483862,471.8744242,6313839.753
18:51.7,14.00471717,119.1628051,376.1999301,6091555.324
18:52.7,13.94841275,177.9597868,293.9335804,5396284.612
18:53.7,14.50223207,172.3038311,271.7477564,6210657.13
18:54.7,12.86727797,163.4867033,286.5941607,5675817.123
18:55.7,14.14758262,143.9908969,274.9826156,6056577.104
18:56.7,12.86237925,152.6133767,327.8726094,5437904.087
18:57.7,13.65517091,79.98056036,311.9241854,5690520.893
18:58.7,12.97125718,91.01193516,285.0373793,3684835.223
18:59.7,13.73277182,131.9691401,419.5436841,4195279.266
19:00.7,19.71168257,80.98688871,1364.77905,3830163.919
19:01.8,16.04119652,122.1048241,345.6354295,4403462.333
19:02.8,16.52109052,63.00912294,411.5283342,6210683.23
19:03.8,18.73521794,93.99578411,421.9810733,6253287.528
19:04.8,16.48774038,103.0128489,370.0461562,6177538.531
19:05.8,16.38993768,154.985369,358.9661127,4533843.993
19:06.8,17.4834118,104.3653996,316.0499364,4403353.432
19:07.8,18.53907394,118.0093257,605.0478138,19017694.87
19:08.8,12.8735345,97.00190603,471.0092551,4596314.315
19:09.8,13.06904932,133.0009658,541.0039286,5635112.921
19:10.8,14.11718002,119.1370444,617.3465029,5526131.437
19:11.8,12.57902595,110.273849,515.924079,3374001.696
19:12.8,13.26428449,118.9939005,481.9752943,3935030.293
19:13.8,13.75302233,99.99628384,530.9802672,4653395.066
19:14.8,13.73266002,115.1835635,488.2995514,4590393.821
19:15.9,14.18670704,103.7808509,471.3784445,4928220.9
19:16.9,13.26524744,104.001777,277.004733,5152344.035
19:17.9,13.83369075,294.3791646,631.0937944,5208231.006
19:18.9,13.7286767,127.0234367,283.5872076,4823755.381
19:19.9,15.31546571,151.0023866,308.004868,4228674.834
19:20.9,14.33853473,108.994832,291.9861555,4962068.724
19:21.9,12.87390922,251.0031093,324.0040137,5456451.593
19:22.9,13.63725847,360.3428173,391.8482003,6273351.85
19:23.9,14.30987874,150.6508882,320.0100566,5489064.56
19:24.9,11.99477019,149.9551615,328.9016542,5572477.759
19:25.9,12.97486072,137.0216562,358.0565907,4723434.537
19:26.9,17.67215586,181.1920716,500.2476758,4884560.109
19:28.0,19.79208162,137.847587,733.5460878,5315024.857
19:29.0,19.51877541,139.9959933,500.9856619,5693789.045
19:30.0,16.68448982,200.003161,447.0070649,4294211.87
19:31.0,13.15513958,240.2388504,686.2560604,4161409.49
19:32.0,13.63300574,143.7604802,369.2478087,5128176.586
19:33.0,13.36584557,125.9960711,397.9875897,5149023.439
19:34.0,13.63379543,124.0672637,329.8613758,4764182.927
19:35.0,15.07815023,101.3877402,401.6135729,4769720.288
19:36.0,13.26829228,98.01766885,449.0809522,5081491.999
19:37.0,14.24122568,132.9978412,590.990407,5827489.408
19:38.0,14.11569141,143.757336,928.5148482,6514940.679
19:39.0,13.1579191,106.3410431,641.9848155,6214476.031
19:40.1,13.24810462,111.2642395,386.96324,6271443.322
19:41.1,14.33893741,125.004432,330.0117004,6246109.452
19:42.1,14.0455068,136.9801642,445.9354252,6443610.916
19:43.1,13.23950918,143.5384248,516.9323002,6419596.994
19:44.1,14.24319704,116.9912545,603.9548525,6367779.988
19:45.1,13.05900628,144.7223751,379.0347919,6272610.344
19:46.1,14.43647078,179.0243182,391.0531196,6314841.79
19:47.1,13.7318954,210.56411,413.2566645,6267521.418
19:48.1,15.12152675,211.1589304,760.5724506,6011820.843
19:49.1,12.97159666,247.978391,724.9368284,4717156.943
19:50.1,12.9743733,190.9902916,541.9724504,4296997.574
19:51.1,13.92204678,193.9653736,349.5315108,4943836.702
19:52.1,13.55749337,125.0126559,286.0289568,5760583.185
19:53.1,13.85021711,153.9823065,337.9611661,4960709.983
19:54.1,11.21310328,143.0001222,328.0002802,4050947.461
19:55.2,14.02071507,130.9677117,292.4617322,4762954.963
19:56.2,19.41807992,128.9813225,269.9609076,3797978.024
19:57.2,20.6273043,125.1209915,312.3175138,4876653.691
19:58.2,17.66037426,101.9966452,268.9911525,4409710.958
19:59.2,13.85085612,117.9805469,584.9035587,4171088.254
20:00.2,13.44329537,140.8085706,657.7631131,4980030.874
20:01.2,20.19934473,148.9805266,1668.781871,4228055.346
20:02.2,17.26943119,127.0128584,365.0369553,3094329.261
20:03.2,16.71479733,106.339746,275.6956378,4825524.379
20:04.2,16.23524872,106.3237812,325.8626999,5732096.191
20:05.2,16.03834385,119.159647,303.3154652,4038239.686
20:06.3,15.74963814,134.6744864,306.5993625,4856564.467
20:07.3,13.5571216,160.0194125,357.0433142,4601902.274
20:08.3,13.63644914,177.2299283,575.0126563,4762932.232
20:09.3,12.77597876,116.9996002,463.9984144,4661744.069
20:10.3,13.44437075,165.4207223,481.4924594,5547549.342
20:11.3,12.67655123,186.0799201,476.5221234,3194919.371
20:12.3,13.56048476,177.9982512,637.9937319,3438558.217
20:13.3,13.06949275,167.9946179,529.9830209,4774759.031
20:14.4,12.77074176,97.4739598,418.4488173,3978418.376
20:15.4,16.61515598,131.9424415,491.3378977,4172248.437
20:16.4,18.54074044,98.46765615,363.3456512,4763250.766
20:17.4,12.38543039,116.9943528,495.9760596,4048188.597
20:18.4,14.4051956,129.9693247,776.8621,4703975.831
20:19.4,13.54209567,107.3191373,559.241009,4158358.61
20:20.4,12.96766302,117.1633036,535.6036736,4529820.81
20:21.4,13.24793505,144.7590232,690.3134373,6032689.504
20:22.4,14.43674319,147.9866618,886.920061,6194641.671
20:23.5,16.13663791,117.1814397,663.6999187,5000917.835
20:24.5,12.87486035,159.9839404,389.9608546,4848665.277
20:25.5,12.86544161,137.8586036,623.3178293,5004881.767
20:26.5,12.97272082,117.6867101,425.8663153,4765298.456
20:27.5,14.04932376,135.3420207,409.0336625,4607868.471
20:28.5,13.9214096,208.7483579,318.0458472,4646218.546
20:29.5,13.25106922,156.5617294,300.3228143,5673686.792
20:30.5,12.87447693,160.9911288,444.9754802,5574860.804
20:31.5,13.06886673,141.0069268,620.0304581,4043974.654
20:32.5,13.4435511,168.2650367,572.6915286,3195170.023
20:33.5,13.26609759,250.135911,650.3533687,2880541.138
20:34.5,14.21310364,293.4160904,382.0316881,4585514.537
20:35.7,13.3431534,298.0922912,315.6271319,4510017.129
20:36.7,10.9387714,122.0937824,279.6341469,3746687.963
20:37.7,11.02311253,96.99345377,322.9782017,3490580.416
20:38.7,12.96348892,125.0348852,406.6095084,5247952.385
20:39.7,12.09798194,211.6684238,611.3771684,4288091.163
20:40.7,13.92186028,252.0904539,455.9292193,5904462.611
20:41.7,12.19011782,266.0406839,448.0685203,5953422.419
20:42.7,12.38505357,224.0004784,453.0009675,3247110.935
20:43.7,12.97155313,159.9958994,368.9905429,4783493.401
20:44.8,13.05974261,176.2517668,415.5209252,6086471.74
20:45.8,12.77597876,139.9992226,437.9975678,6010334.624
20:46.8,15.36693254,128.9862819,301.2962004,5002477.924
20:47.8,17.38859359,133.8955687,350.4913417,4592145.435
20:48.8,15.84787716,140.7998649,460.7995579,5909325.038
20:49.8,12.78093249,134.00166,525.0065036,6130251.94
20:50.8,13.63100681,131.9471032,452.9527424,6031219.376
20:51.8,13.65650222,118.9995425,391.998493,5275115.72
20:52.8,12.48673299,135.9781602,448.9278966,4041078.952
20:53.8,13.92159611,141.7980173,476.5988916,4643412.407
20:54.8,12.68444921,113.0032341,384.0109903,5269654.816
20:55.8,12.97770664,252.0493176,473.5770381,5365625.873
20:56.9,12.77791422,273.7495258,489.4011307,4715518.739
20:57.9,11.43498771,190.0136444,503.0931206,3979693.025
20:59.1,12.81345284,170.1154431,453.6411817,4767224.45
21:00.1,13.35625759,179.1872422,432.215381,3498365.078
21:01.1,16.62698796,130.8845795,1522.394319,3663540.075
21:02.1,14.35005692,121.0719386,480.2853764,1920116.897
21:03.2,17.39583359,80.7416781,372.1994429,4703655.69
21:04.2,17.96401652,138.0120265,508.0442714,6060048.078
21:05.2,17.39677714,149.6296769,472.514769,6155544.399
21:06.2,15.32685647,152.0314968,436.0903462,3616493.24
21:07.2,13.93411685,175.2688893,347.5838087,4531752.403
21:08.2,11.323766,170.9842238,328.969647,3368649.186
21:09.2,13.55443115,154.579851,499.1846145,5432766.955
21:10.2,12.87789256,128.9831354,627.1928035,6026218.116
21:11.3,13.79469229,85.970716,394.5100634,3978648.318
21:12.3,12.59224946,129.9943916,367.984124,4296518.634
21:13.3,12.59138406,73.00096668,248.0032841,5145668.139
21:14.3,13.47401614,84.00423423,230.0115937,5643036.437
21:15.3,12.68265649,112.2463294,198.8926188,4159526.013
21:16.3,13.18052659,99.9833435,221.9630226,5333639.454
21:17.3,14.41236855,135.8881662,279.6539072,8127640.586
21:18.3,18.35330365,110.0055918,603.0306533,28744629.15
21:19.3,13.66601792,59.99710399,578.9720535,5672686.184
21:20.3,13.37453408,78.99716546,223.9919628,5884716.847
21:21.3,13.93371005,66.95930173,216.633035,6029803.284
21:22.3,13.26202879,48.24641193,188.0625445,5738967.808
21:23.3,13.27968903,77.98697462,224.9624268,5693001.155
21:24.3,13.5469145,66.96899178,234.3914712,5738722.601
21:25.4,14.22569843,78.76349047,237.275015,5190577.033
21:26.4,13.55026012,74.82723557,240.2348089,6331486.846
21:27.4,13.96322251,73.96265594,243.8768655,6128617.635
21:28.4,14.02679423,75.83074836,305.2926233,6032046.496
21:29.4,14.838734,76.02786452,270.0989924,6008986.318
21:30.4,13.3566586,65.93846706,205.688651,5852658.97
21:31.4,13.66682951,74.04041953,245.1338214,5023414.341
21:32.4,13.66530856,56.96734347,269.8453112,6179881.383
21:33.4,14.60839774,77.81864505,231.4858429,6221078.597
21:34.4,14.25174045,60.97770352,192.9294554,4345802.958
21:35.4,13.8612192,138.0371474,176.0473764,4417700.854
21:36.4,13.17710565,219.9238123,240.9165399,5510283.086
21:37.4,12.68538208,156.5706199,228.4552441,5916518.156
21:38.4,14.34991131,203.9665434,293.9517831,5940785.534
21:39.4,12.98177104,138.0106705,254.0196398,4657512.101
21:40.5,13.36048925,144.7444105,286.5348533,5789083.22
21:41.5,13.35705959,164.1047651,302.6602853,5842271.14
21:42.5,14.1537387,94.06384666,262.1779556,5636850.061
21:43.5,12.88440866,61.96820905,176.909242,4232580.6
21:44.5,13.27821474,109.9607323,202.9275332,5202110.292
21:45.5,13.45125767,73.03209863,196.3971301,4480017.895
21:46.5,12.88927849,79.97519818,214.9333451,4959230.049
21:47.5,14.21971826,67.96460894,203.8938268,5919169.782
21:48.5,13.93616638,76.79595347,230.3878604,5848527.768
21:49.5,13.45322637,67.94491188,243.2230904,5913925.13
21:50.5,12.59331463,59.00730963,200.0247784,3672518.939
21:51.6,12.20871916,68.85434405,165.8322934,2375882.177
21:52.6,11.32152232,72.99703776,225.9908292,2888586.78
21:53.6,13.17718379,78.99369006,225.9819488,2877722.13
21:54.6,13.56772894,56.00464106,215.0178184,5328825.596
21:55.6,14.51172726,67.93108216,239.2355502,6149633.502
21:56.6,13.5701578,77.00615118,293.0234064,6135786.121
21:57.6,13.55080493,57.10847819,304.2503407,6150890.305
21:58.6,17.78152751,50.21630797,228.4349696,5977497.235
21:59.6,18.25997894,98.99340337,236.9842081,5450388.802
22:00.6,13.64306568,130.9473869,240.2343038,5435186.913
22:01.6,17.10896068,111.2763614,1535.219889,5656510.295
22:02.6,15.71638773,59.99300392,222.9739979,4301834.342
22:03.6,18.15808554,56.99934261,183.9978779,5452225.118
22:04.7,20.18615394,56.12606825,198.9029085,6094668.702
22:05.7,23.45588105,84.67876504,243.2052903,6088930.972
22:06.7,24.31094525,168.0014353,274.0023409,6130228.372
22:07.7,16.10712226,146.9999372,199.9999146,4350462.142
22:08.7,13.16520617,72.84134053,234.2735006,6153132.465
22:09.7,13.6487374,74.82556769,232.3530786,6088375.287
22:10.7,13.27583841,96.00061512,210.0013456,5090848.619
22:11.7,13.94033704,94.52775711,215.6414459,5065175.337
22:12.7,13.25703198,94.54573174,269.849276,6280862.051
22:13.7,14.6430369,132.0031013,257.0060381,6313108.319
22:14.7,13.5681352,111.9807708,232.9599964,5693486.322
22:15.7,13.07346527,154.6059255,286.5625753,4942095.594
22:16.8,13.1616562,155.2956051,295.8479566,5850626.284
22:17.8,13.7453776,152.8823429,281.1062434,5862601.889
22:18.8,14.51317514,135.8621072,265.8171662,6039240
22:19.8,13.56823892,76.00873388,244.0280404,6019763.709
22:20.8,13.16370978,73.84095864,216.6001453,5062551.877
22:21.8,13.66693175,66.99994276,240.9997941,5826555.022
22:22.8,13.66619924,117.008147,231.016085,6060966.008
22:23.8,14.34917466,108.0031833,227.0066908,6071474.951
22:24.8,12.00596399,131.9963914,200.9945052,4107151.717
22:25.8,13.26104786,91.54065219,202.7674661,4343680.722
22:26.8,14.60861636,96.50995338,248.1684516,5369388.375
22:27.8,13.47045967,144.0122418,273.0232083,3983186.591
22:28.8,12.39773212,124.0003178,298.0007638,4650507.919
22:29.9,13.35768241,183.1469131,317.0607851,4944163.171
22:30.9,13.74294847,110.2774666,230.4011356,4110639.83
22:31.9,17.37656367,173.9837241,254.9761474,4165242.349
22:32.9,20.18550749,234.379442,272.7861573,5494389.846
